name,text,category
Instagram posts,"With COVID-19, vaccinated people ""are the real threat to"" unvaccinated people.",true
Ashley Hinson,Democrats are “asking for a blank check book to spend as much as they want without worrying about the repercussions.”,true
The Charlie Kirk Show,“Australia to Implement Quarantine Camps for the Unvaxed”,true
Viral image,"Terry McAuliffe has a campaign sign that says, “Keep parents out of classrooms.”",true
Facebook posts,The remains of Brian Laundrie that were discovered in Florida belong to a twin.,true
Bloggers,“Barack Obama signals That Democrats Intend to Cheat in the Virginia Governor’s Election.”,true
Instagram posts,“NIH COVID Treatment Guidelines Approve Ivermectin”,true
Jim Banks,"Says he is the ""ranking member"" of the House select committee investigating the Jan. 6 attack on the U.S. Capitol.",true
Instagram posts,Cargo ships “can’t get into port” because of Donald Trump’s executive order 13959.,true
Instagram posts,“There’s been no” TV commercials for the COVID-19 vaccines because “they are required by law to list all adverse side effects.”,true
Steve Chabot,We are seeing “the Justice Department treat American parents as domestic terrorists” under the Patriot Act.,true
Viral image,Facebook is changing its hate speech policy to ban “Let’s go Brandon.”,true
Viral image,"A news report quoted Alec Baldwin saying, “How about I just f----- shoot the both of ya?”",true
Instagram posts,"Two forms of fluoride in our drinking water “are so toxic that the CDC clearly labels these chemicals extremely toxic in both animals and humans.""",true
Viral image,There will be a “clown purge” on Oct. 30.,true
TikTok posts,"“So now if you don’t comply” and get a COVID-19 vaccination, and you’re on “Social Security or disability, you won’t be able to receive your money.”",true
Heritage Action,"The Freedom to Vote Act ""automatically registers ineligible voters.""",true
Instagram posts,"The FEMA health care workers replacing the noncompliant nurses and doctors are NOT required to get vaccinated via the CDC.""",true
Facebook posts,"A photo shows a $123,199 turkey for sale at Target “this year.”",true
Facebook posts,"In the United Kingdom, “81% of COVID-19 deaths are among the vaccinated.”",true
Facebook posts,A photo shows sex traffickers using an abandoned child car seat to lure in victims.,true
Instagram posts,"“Parents who challenge school curriculums are domestic terrorist(s).""",true
Tweets,The percentage of vaccinated employees at United Airlines increased after the mandate because unvaccinated employees left the company.,true
Byron Brown,"“My opponent’s plan for people who commit sexual assault, sexual predators, is no jail time.”",true
Bloggers,“Pfizer admits there’s no vaccine approved by FDA.”,true
Bloggers,“Europe COMPLETELY BANS the Moderna vaccine for young people.”,true
Kimberly Klacik,An image of empty grocery store shelves shows the effect of President Joe Biden's “Build Back Better” plan.,true
Viral image,"“Under part 2 of the infrastructure bill, upon death the entire value of your accumulated wealth and estate will be taxed at 61%.”",true
Viral image,Photo shows hundreds of “sitting ships” waiting to dock at U.S. ports.,true
Bloggers,"“Vaxxed Delta pilot dies in-flight, emergency landing required.”",true
Instagram posts,"Department of Homeland Security “deemed as terrorism” behavior that includes “resisting COVID regulations” and “thinking the election was rigged.”...“In other words, if you are a Trump supporter, you are a terrorist.”",true
Viral image,A wind turbine “could never generate as much energy as was invested in building it.”,true
Tweets,"“Countless Southwest Airlines employees have walked out of their jobs to oppose the vaccine mandate, causing operations to effectively shut down.”",true
Bloggers,"""Bill Gates talked about using vaccines to control population growth” in an “unedited 2010 TED Talk video""",true
Rick Scott,"""Joe Biden’s attorney general wants the FBI to go after parents for speaking out at school board meetings to protect kids from radical curriculum like critical race theory.""",true
Facebook posts,"“In case you forgot. Two years ago today, we were experiencing the greatest economy in the history of the world.”",true
